
1,NULL,439,117
2,NULL,134,86
3,NULL,204,97
4,NULL,85,97
5,NULL,253,97
6,NULL,207,120
7,NULL,62,120
8,NULL,95,120
9,NULL,26,120
10,NULL,41,32
11,NULL,42,36
12,NULL,112,34
13,NULL,29,54
14,NULL,29,72
15,NULL,31,50
16,NULL,32,35
17,NULL,33,29
18,NULL,34,25
19,NULL,364,74
20,NULL,36,51
21,NULL,37,43
22,NULL,294,43
23,NULL,344,43
24,NULL,301,43
25,NULL,339,43
26,NULL,294,28
27,NULL,344,28
28,NULL,4,28
29,NULL,348,28
30,NULL,44,90
31,NULL,53,125
32,NULL,4,23
33,NULL,418,23
34,NULL,108,23
35,NULL,344,23
36,NULL,294,23
37,NULL,58,14
38,NULL,59,64
39,NULL,59,81
40,NULL,60,110
41,NULL,65,61
42,NULL,66,94
43,NULL,294,94
44,NULL,375,94
45,NULL,68,108
46,NULL,448,63
47,NULL,73,167
48,NULL,191,167
49,NULL,288,167
50,NULL,366,167
51,NULL,57,167
52,NULL,91,92
53,NULL,621,67
54,NULL,466,116
55,NULL,93,132
56,NULL,360,132
57,NULL,96,71
58,NULL,622,131
59,NULL,105,115
60,NULL,110,145
61,NULL,372,47
62,NULL,413,47
63,NULL,318,47
64,NULL,90,47
65,NULL,308,47
66,NULL,451,143
67,NULL,569,91
68,NULL,449,91
69,NULL,584,91
70,NULL,455,91
71,NULL,127,101
72,NULL,453,56
73,NULL,15,6
74,NULL,377,6
75,NULL,313,6
76,NULL,362,6
77,NULL,15,80
78,NULL,377,80
79,NULL,313,80
80,NULL,362,80
81,NULL,150,37
82,NULL,236,37
83,NULL,141,37
84,NULL,289,37
85,NULL,304,37
86,NULL,236,19
87,NULL,104,19
88,NULL,211,19
89,NULL,248,19
90,NULL,234,19
91,NULL,392,24
92,NULL,421,24
93,NULL,102,24
94,NULL,264,24
95,NULL,51,24
96,NULL,612,24
97,NULL,488,24
98,NULL,472,24
99,NULL,618,24
100,NULL,595,24
101,NULL,151,121
102,NULL,454,122
103,NULL,152,44
104,NULL,237,16
105,NULL,269,16
106,NULL,13,16
107,NULL,76,16
108,NULL,419,16
109,NULL,157,41
110,NULL,162,11
111,NULL,202,133
112,NULL,167,85
113,NULL,170,100
114,NULL,377,148
115,NULL,468,148
116,NULL,469,148
117,NULL,265,52
118,NULL,106,52
119,NULL,63,52
120,NULL,86,52
121,NULL,113,52
122,NULL,215,52
123,NULL,171,22
124,NULL,516,114
125,NULL,183,62
126,NULL,188,107
127,NULL,190,113
128,NULL,193,1
129,NULL,197,123
130,NULL,200,46
131,NULL,202,156
132,NULL,205,126
133,NULL,238,10
134,NULL,287,10
135,NULL,144,10
136,NULL,160,10
137,NULL,470,168
138,NULL,216,83
139,NULL,467,111
140,NULL,465,58
141,NULL,220,109
142,NULL,222,17
143,NULL,223,102
144,NULL,225,166
145,NULL,226,166
146,NULL,227,166
147,NULL,228,166
148,NULL,229,166
149,NULL,455,30
150,NULL,230,21
151,NULL,456,5
152,NULL,313,5
153,NULL,407,5
154,NULL,15,5
155,NULL,377,5
156,NULL,362,5
157,NULL,456,79
158,NULL,313,79
159,NULL,407,79
160,NULL,15,79
161,NULL,377,79
162,NULL,362,79
163,NULL,381,39
