
164,NULL,405,39
165,NULL,114,39
166,NULL,395,39
167,NULL,8,39
168,NULL,457,31
169,NULL,241,40
170,NULL,458,4
171,NULL,245,112
172,NULL,459,9
173,NULL,460,104
174,NULL,542,65
175,NULL,461,89
176,NULL,248,8
177,NULL,549,8
178,NULL,589,8
179,NULL,578,8
180,NULL,573,8
181,NULL,258,13
182,NULL,259,45
183,NULL,296,88
184,NULL,268,88
185,NULL,377,88
186,NULL,247,88
187,NULL,347,88
188,NULL,430,88
189,NULL,333,88
190,NULL,429,88
191,NULL,297,88
192,NULL,273,118
193,NULL,274,15
194,NULL,557,12
195,NULL,177,53
196,NULL,132,53
197,NULL,345,53
198,NULL,322,53
199,NULL,406,53
200,NULL,9,53
201,NULL,331,27
202,NULL,18,27
203,NULL,199,27
204,NULL,4,27
205,NULL,55,27
206,NULL,19,27
207,NULL,356,7
208,NULL,86,7
209,NULL,89,7
210,NULL,19,7
211,NULL,184,7
212,NULL,75,7
213,NULL,356,38
214,NULL,86,38
215,NULL,89,38
216,NULL,19,38
217,NULL,184,38
218,NULL,75,38
219,NULL,307,93
220,NULL,117,93
221,NULL,276,93
222,NULL,375,93
223,NULL,315,2
224,NULL,313,2
225,NULL,315,76
226,NULL,313,76
227,NULL,319,130
228,NULL,159,130
229,NULL,344,130
230,NULL,294,130
231,NULL,4,130
232,NULL,348,130
233,NULL,327,96
234,NULL,338,59
235,NULL,463,18
236,NULL,340,57
237,NULL,464,165
238,NULL,588,157
239,NULL,352,127
240,NULL,255,3
241,NULL,394,3
242,NULL,350,3
243,NULL,71,3
244,NULL,40,3
245,NULL,255,77
246,NULL,394,77
247,NULL,350,77
248,NULL,71,77
249,NULL,40,77
250,NULL,354,60
251,NULL,86,60
252,NULL,265,60
253,NULL,106,60
254,NULL,370,60
255,NULL,159,124
256,NULL,344,124
257,NULL,294,124
258,NULL,4,124
259,NULL,348,124
260,NULL,367,99
261,NULL,368,48
262,NULL,432,48
263,NULL,361,48
264,NULL,94,48
265,NULL,373,144
266,NULL,375,49
267,NULL,344,42
268,NULL,348,42
269,NULL,4,42
270,NULL,294,42
271,NULL,375,42
272,NULL,270,42
273,NULL,190,42
274,NULL,393,169
275,NULL,396,103
276,NULL,248,95
277,NULL,471,95
278,NULL,159,82
279,NULL,344,82
280,NULL,294,82
281,NULL,4,82
282,NULL,348,82
283,NULL,401,26
284,NULL,616,98
285,NULL,257,98
286,NULL,446,98
287,NULL,123,98
288,NULL,207,98
289,NULL,414,146
290,NULL,620,68
291,NULL,428,66
292,NULL,435,20
