1,117,446
2,86,215
3,86,106
4,86,321
5,86,318
6,97,207
7,97,4
8,97,392
9,97,40
10,155,33
11,120,113
12,120,369
13,120,354
14,120,252
15,32,141
16,32,143
17,32,142
18,32,136
19,32,363
20,36,141
21,36,143
22,36,142
23,36,136
24,36,363
25,34,143
26,34,142
27,34,136
28,34,363
29,54,141
30,54,143
31,54,142
32,54,136
33,54,363
34,72,141
35,72,143
36,72,142
37,72,136
38,72,363
39,50,141
40,50,143
41,50,142
42,50,136
43,50,363
44,35,143
45,35,142
46,35,136
47,35,363
48,29,143
49,29,142
50,29,136
51,29,363
52,25,143
53,25,142
54,25,136
55,25,363
56,74,141
57,74,143
58,74,142
59,74,136
60,74,363
61,51,290
62,51,402
63,51,43
64,43,427
65,43,438
66,43,200
67,43,93
68,43,63
69,28,37
70,28,49
71,28,57
72,28,427
73,28,319
74,90,282
75,90,112
76,90,386
77,90,106
78,90,83
79,125,341
80,125,275
81,125,103
82,125,83
83,125,368
84,23,427
85,23,45
86,23,23
87,23,63
88,14,26
89,14,22
90,14,336
91,14,115
92,64,60
93,64,221
94,64,295
95,64,360
96,64,202
97,64,316
98,81,60
99,81,221
100,81,295
101,81,360
102,81,202
103,81,316
104,110,202
105,61,247
106,61,299
107,94,431
108,94,430
109,94,429
110,94,432
111,108,199
112,108,18
113,108,324
114,108,43
115,108,329
116,63,43
117,63,60
118,63,360
119,167,283
120,167,63
121,167,380
122,167,86
123,167,307
124,92,132
125,92,309
126,92,227
127,92,171
128,67,70
129,67,65
130,67,76
131,67,63
132,67,416
133,116,132
134,116,309
135,116,227
136,116,171
137,132,411
138,71,365
139,71,410
140,71,192
141,71,276
142,131,297
143,131,182
144,131,1
145,115,77
146,115,416
147,115,2
148,145,167
149,145,340
150,145,131
151,145,192
152,47,355
153,143,153
154,91,215
155,91,318
156,91,413
157,91,103
158,91,280
159,101,118
160,101,358
161,101,287
162,101,202
163,101,164
164,56,210
165,56,394
166,56,395
167,6,163
168,6,262
169,6,416
170,6,154
171,6,224
172,80,163
173,80,262
174,80,416
175,80,154
176,80,224
177,37,256
178,37,137
179,37,246
180,37,293
181,37,189
182,19,137
183,19,256
184,19,423
185,19,146
186,19,284
187,24,233
188,24,330
189,24,256
190,24,208
191,24,284
192,121,215
193,121,106
194,121,83
195,121,176
196,121,47
197,122,444
198,122,239
199,44,83
200,44,83
201,44,318
202,44,280
203,44,386
204,44,96
205,44,44
206,44,215
207,44,404
208,44,2
209,16,51
210,16,52
211,16,64
212,16,70
213,16,314
214,41,275
215,41,307
216,41,63
217,41,285
218,41,57
219,11,380
220,11,79
221,11,343
222,11,86
223,11,279
224,133,33
225,85,215
226,85,106
227,85,83
228,85,318
229,85,176
230,100,101
231,100,108
232,100,43
233,148,3
234,148,19
235,52,281
236,52,433
237,52,264
238,22,186
239,22,51
240,22,93
241,22,102
242,22,77
243,22,52
244,114,472
245,114,91
246,114,168
247,114,60
248,62,70
249,62,65
250,62,76
251,62,63
252,62,112
253,62,50
254,62,130
255,107,220
256,107,178
257,107,325
258,107,43
259,107,221
260,107,347
261,107,93
262,107,77
263,107,187
264,113,245
265,113,88
266,113,49
267,113,93
268,113,264
269,119,247
270,119,299
271,1,3
272,1,10
273,1,21
274,1,30
275,1,40
276,1,59
277,1,88
278,1,89
279,1,100
280,1,111
281,1,117
282,1,126
283,1,162
284,1,163
285,1,172
286,1,177
287,123,121
288,123,206
289,123,4
290,123,272
291,46,434
292,46,435
293,46,102
294,46,63
295,156,411
296,126,318
297,126,425
298,126,280
299,126,78
300,126,47
301,10,174
302,10,99
303,10,16
304,10,367
305,168,93
306,168,25
307,168,22
308,168,2
309,83,418
310,83,421
311,111,26
312,111,217
313,111,336
314,58,26
315,58,217
316,58,336
317,109,360
318,109,287
319,109,168
320,109,221
321,109,43
322,17,307
323,17,54
324,17,379
325,102,323
326,102,287
327,102,43
328,102,360
329,166,33
330,30,80
331,30,235
332,30,249
333,30,205
334,21,80
335,21,235
336,21,249
337,21,205
338,5,163
339,5,262
340,5,416
341,5,154
342,5,224
343,79,163
344,79,262
345,79,416
346,79,154
347,79,224
348,39,396
349,39,39
350,39,140
351,39,139
352,39,95
353,39,288
354,31,43
355,31,60
356,31,360
357,40,220
358,40,224
359,4,3
360,4,10
361,4,21
362,4,30
363,4,40
364,4,59
365,4,88
366,4,89
367,4,100
368,4,111
369,4,117
370,4,126
371,4,162
372,4,163
373,4,172
374,112,378
375,112,413
376,112,425
377,112,368
378,112,318
379,9,176
380,9,280
381,9,46
382,9,47
383,104,361
384,104,43
385,104,221
386,65,286
387,65,115
388,65,25
389,65,93
390,65,45
391,89,31
392,89,121
393,89,270
394,89,272
395,8,137
396,8,477
397,13,406
398,13,107
399,13,377
400,13,93
401,13,47
402,45,405
403,45,388
404,45,106
405,45,321
406,45,318
407,88,2
408,88,218
409,88,125
410,118,63
411,118,254
412,118,283
413,118,86
414,15,307
415,15,380
416,15,79
417,15,254
418,15,63
419,12,215
420,12,318
421,12,77
422,12,455
423,12,2
424,53,235
425,53,237
426,53,236
427,27,235
428,27,237
429,27,236
430,7,235
431,7,237
432,7,236
433,38,235
434,38,237
435,38,236
436,93,235
437,93,237
438,93,236
439,2,163
440,2,262
441,76,163
442,76,262
443,130,427
444,96,77
445,96,112
446,96,280
447,96,318
448,96,103
449,59,112
450,59,103
451,59,83
452,59,320
453,59,280
454,18,136
455,18,363
456,57,30
457,57,137
458,57,367
459,57,172
460,57,156
461,165,291
462,165,167
463,157,92
464,157,292
465,127,352
466,127,264
467,127,2
468,3,163
469,3,262
470,3,416
471,3,154
472,3,224
473,3,267
474,77,163
475,77,262
476,77,416
477,77,154
478,77,224
479,77,267
480,60,280
481,60,318
482,60,195
483,60,45
484,60,427
485,124,5
486,124,429
487,124,441
488,99,201
489,99,255
490,99,43
491,99,221
492,99,38
493,99,127
494,48,245
495,48,88
496,48,49
497,48,93
498,48,264
499,144,276
500,144,351
501,144,277
502,144,339
503,49,491
504,49,427
505,49,77
506,49,200
507,42,37
508,42,87
509,42,248
510,42,57
511,42,427
512,169,164
513,169,175
514,169,43
515,169,322
516,169,287
517,103,312
518,103,43
519,103,56
520,95,299
521,82,5
522,82,429
523,82,441
524,26,72
525,26,70
526,26,71
527,26,69
528,26,67
529,98,224
530,146,150
531,146,148
532,146,149
533,146,151
534,146,152
535,68,176
536,68,280
537,68,115
538,68,286
539,66,215
540,66,318
541,66,106
542,66,45
543,66,176
544,66,413
545,20,202
