1,4,73
2,,126
3,379,117
4,,140
5,134,70
6,,21
7,204,14
8,85,14
9,120,14
10,253,14
11,231,14
12,27,130
13,122,130
14,,146
15,207,17
16,62,17
17,95,17
18,26,17
19,207,135
20,62,135
21,95,135
22,26,135
23,364,64
24,29,2
25,29,60
26,,119
27,31,68
28,212,37
29,32,63
30,32,122
31,33,19
32,36,48
33,37,54
34,294,54
35,344,54
36,301,54
37,339,54
38,165,90
39,294,65
40,344,65
41,4,65
42,348,65
43,48,49
44,4,141
45,418,141
46,108,141
47,344,141
48,294,141
49,,1
50,,5
51,59,75
52,66,24
53,294,24
54,375,24
55,68,164
56,459,101
57,73,20
58,191,20
59,288,20
60,366,20
61,57,20
62,,172
63,74,22
64,278,22
65,77,129
66,295,129
67,123,129
68,,131
69,371,53
70,82,53
71,,92
72,93,87
73,360,87
74,97,160
75,100,78
76,300,36
77,362,36
78,243,36
79,203,36
80,475,36
81,300,36
82,362,36
83,243,36
84,203,36
85,477,9
86,103,91
87,105,32
88,106,106
89,110,10
90,372,58
91,413,58
92,318,58
93,90,58
94,308,58
95,112,61
96,139,102
97,403,102
98,147,102
99,398,102
100,,139
101,127,161
102,129,159
103,346,145
104,423,145
105,426,145
106,19,145
107,453,120
108,136,96
109,15,74
110,377,74
111,313,74
112,362,74
113,15,174
114,377,174
115,313,174
116,362,174
117,150,67
118,236,67
119,141,67
120,289,67
121,304,67
122,236,45
123,104,45
124,211,45
125,248,45
126,234,45
127,454,69
128,152,35
129,237,137
130,269,137
131,13,137
132,76,137
133,419,137
134,,138
135,,149
136,167,55
137,513,123
138,170,169
139,514,165
140,265,72
141,106,72
142,63,72
143,86,72
144,113,72
145,215,72
146,171,29
147,183,26
148,188,86
149,,158
150,,136
151,200,25
152,202,88
153,,23
154,,71
155,,11
156,238,13
157,287,13
158,144,13
159,160,13
160,526,97
161,527,98
162,470,108
163,216,51
164,219,150
165,222,18
166,,94
167,223,162
168,488,173
169,,59
170,,7
171,,103
172,381,153
173,405,153
174,114,153
175,395,153
176,8,153
177,,127
178,,176
179,242,133
180,245,28
181,459,99
182,524,100
183,460,166
184,,110
185,,143
186,258,33
187,259,170
188,551,50
189,263,178
190,263,44
191,296,77
192,268,77
193,377,77
194,247,77
195,347,77
196,430,77
197,333,77
198,429,77
199,297,77
200,,121
201,266,148
202,556,107
203,273,142
204,557,30
205,,8
206,,62
207,294,93
208,307,134
209,117,134
210,276,134
211,375,134
212,570,171
213,177,66
214,132,66
215,345,66
216,322,66
217,406,66
218,9,66
219,331,179
220,18,179
221,199,179
222,4,179
223,55,179
224,19,179
225,356,31
226,86,31
227,89,31
228,19,31
229,184,31
230,75,31
231,311,154
232,224,154
233,248,154
234,349,154
235,315,15
236,313,15
237,315,128
238,313,128
239,,116
240,580,16
241,336,147
242,1,147
243,65,147
244,312,147
245,340,57
246,344,95
247,348,85
248,588,6
249,,111
250,,27
251,352,41
252,354,34
253,86,34
254,265,34
255,106,34
256,370,34
257,,155
258,,12
259,,115
260,,168
261,,42
262,368,56
263,432,56
264,361,56
265,94,56
266,369,52
267,,3
268,,104
269,,89
270,,118
271,344,76
272,348,76
273,4,76
274,294,76
275,375,76
276,270,76
277,190,76
278,,125
279,,114
280,393,175
281,396,163
282,,151
283,,152
284,,132
285,414,180
286,620,177
287,,167
288,,105
289,,109
290,435,144
